filename,gain,target,location,mean_db,std_db,max_db
drone_000033.pt,50,1,ben shemen,10.364256858825684,5.609550952911377,30.94144630432129
drone_000034.pt,50,1,ben shemen,3.507817029953003,6.905368804931641,29.441221237182617
drone_000035.pt,50,1,ben shemen,5.366659641265869,5.601362228393555,28.475784301757812
drone_000036.pt,50,1,ben shemen,8.530559539794922,5.356233596801758,28.335617065429688
drone_000037.pt,50,1,ben shemen,13.638103485107422,6.339540481567383,37.051841735839844
drone_000038.pt,50,1,ben shemen,13.951273918151855,6.343572616577148,35.70842742919922
drone_000039.pt,50,1,ben shemen,13.832902908325195,6.85865592956543,33.61330795288086
drone_000040.pt,50,1,ben shemen,13.457551002502441,6.785516738891602,35.27955627441406
drone_000041.pt,50,1,ben shemen,11.400860786437988,5.875171661376953,35.79376983642578
drone_000042.pt,50,1,ben shemen,12.193480491638184,5.187577724456787,30.82546043395996
drone_000043.pt,50,1,ben shemen,9.263566017150879,4.5599236488342285,26.425155639648438
drone_000044.pt,50,1,ben shemen,9.645273208618164,4.568542957305908,27.571447372436523
drone_000045.pt,50,1,ben shemen,6.56186056137085,5.45150089263916,29.85293197631836
drone_000046.pt,50,1,ben shemen,3.4509036540985107,6.4929704666137695,28.143999099731445
drone_000047.pt,50,1,ben shemen,2.716012477874756,7.6741132736206055,29.9929141998291
drone_000048.pt,50,1,ben shemen,10.505597114562988,6.376857757568359,37.0698127746582
drone_000049.pt,50,1,ben shemen,11.212785720825195,5.882416248321533,32.64327621459961
drone_000050.pt,50,1,ben shemen,2.0972557067871094,8.7660551071167,28.273353576660156
drone_000051.pt,50,1,ben shemen,2.814126968383789,8.160686492919922,33.852020263671875
drone_000052.pt,50,1,ben shemen,4.069256782531738,5.8053741455078125,28.849803924560547
drone_000053.pt,50,1,ben shemen,6.948142051696777,5.728813648223877,30.41714096069336
drone_000054.pt,50,1,ben shemen,11.289345741271973,7.460893154144287,39.37579345703125
drone_000055.pt,50,1,ben shemen,5.555941581726074,5.574066638946533,33.76087951660156
drone_000056.pt,50,1,ben shemen,4.775295734405518,5.774608612060547,32.6607666015625
drone_000057.pt,50,1,ben shemen,4.811343669891357,5.553485870361328,28.78278923034668
drone_000058.pt,50,1,ben shemen,5.101853370666504,5.686797142028809,27.47035026550293
drone_000059.pt,50,1,ben shemen,1.295628547668457,6.9680399894714355,28.729206085205078
drone_000060.pt,50,1,ben shemen,-0.7711194157600403,7.876214027404785,27.400009155273438
drone_000061.pt,50,1,ben shemen,0.03127652034163475,7.830942630767822,29.531267166137695
drone_000062.pt,50,1,ben shemen,-0.02086802013218403,8.244782447814941,27.743816375732422
drone_000063.pt,50,1,ben shemen,3.3962996006011963,6.567038059234619,31.303874969482422
drone_000064.pt,50,1,ben shemen,8.010337829589844,5.393517971038818,30.604080200195312
drone_000065.pt,50,1,ben shemen,13.565620422363281,5.745787620544434,36.83746337890625
drone_000066.pt,50,1,ben shemen,9.460236549377441,6.882251739501953,49.24810791015625
drone_000067.pt,50,1,ben shemen,3.2129170894622803,7.071846961975098,49.02574157714844
drone_000068.pt,50,1,ben shemen,-0.10543743520975113,7.8526692390441895,48.75520706176758
drone_000069.pt,50,1,ben shemen,-3.2432050704956055,8.915201187133789,45.7105827331543
drone_000070.pt,50,1,ben shemen,-5.494874954223633,8.972464561462402,44.45585632324219
drone_000071.pt,50,1,ben shemen,8.13222599029541,7.795017242431641,46.983131408691406
drone_000072.pt,50,1,ben shemen,8.770674705505371,7.565832138061523,47.6014404296875
drone_000073.pt,50,1,Yarkon rosh zipor,14.518592834472656,5.368555545806885,37.309173583984375
drone_000074.pt,50,1,Yarkon rosh zipor,14.41694450378418,5.575722694396973,38.02311706542969
drone_000075.pt,50,1,Yarkon rosh zipor,12.632936477661133,6.967480659484863,35.25582504272461
drone_000076.pt,50,1,Yarkon rosh zipor,10.958205223083496,7.063982963562012,45.39352798461914
drone_000077.pt,50,1,Yarkon rosh zipor,14.015098571777344,6.019781589508057,36.260623931884766
drone_000078.pt,50,1,Yarkon rosh zipor,12.1848783493042,8.050762176513672,38.05854797363281
drone_000079.pt,50,1,Yarkon rosh zipor,2.1321163177490234,7.159616470336914,49.427337646484375
drone_000080.pt,50,1,Yarkon rosh zipor,13.157788276672363,6.541832447052002,34.903316497802734
drone_000081.pt,50,1,Yarkon rosh zipor,12.606435775756836,7.267364501953125,39.26264190673828
drone_000082.pt,50,1,Yarkon rosh zipor,11.558140754699707,7.626779079437256,37.12104415893555
drone_000083.pt,50,1,Yarkon rosh zipor,11.786291122436523,8.600422859191895,34.52527618408203
drone_000084.pt,50,1,Yarkon rosh zipor,10.140978813171387,8.548052787780762,34.42348861694336
drone_000085.pt,50,1,Yarkon rosh zipor,9.985097885131836,8.608050346374512,37.30648422241211
drone_000086.pt,50,1,Yarkon rosh zipor,9.573431015014648,9.059835433959961,34.8595085144043
drone_000087.pt,50,1,Yarkon rosh zipor,10.646374702453613,8.463065147399902,35.09707260131836
drone_000088.pt,50,1,Yarkon rosh zipor,8.7256441116333,10.373405456542969,35.50878143310547
drone_000089.pt,50,1,Yarkon rosh zipor,11.451086044311523,7.608455657958984,39.23080825805664
drone_000090.pt,50,1,Yarkon rosh zipor,8.96490478515625,8.927907943725586,36.27444076538086
drone_000091.pt,50,1,Yarkon rosh zipor,6.602174282073975,10.662846565246582,34.61769104003906
ambience_000000.pt,50,0,Yarkon rosh zipor,7.072871685028076,11.343624114990234,35.302310943603516
ambience_000001.pt,50,0,Yarkon rosh zipor,7.239867687225342,11.209059715270996,34.50584411621094
ambience_000002.pt,50,0,Yarkon rosh zipor,8.320910453796387,11.064412117004395,33.96416473388672
ambience_000003.pt,50,0,Yarkon rosh zipor,9.087063789367676,10.427749633789062,34.62786865234375
ambience_000004.pt,50,0,Yarkon rosh zipor,9.257325172424316,10.58597469329834,34.99516677856445
ambience_000005.pt,50,0,Yarkon rosh zipor,9.240537643432617,10.433489799499512,35.04591369628906
ambience_000006.pt,50,0,Yarkon rosh zipor,9.258273124694824,10.165943145751953,35.308387756347656
ambience_000007.pt,50,0,Yarkon rosh zipor,7.770037651062012,10.185317993164062,42.13225555419922
ambience_000008.pt,50,0,Yarkon rosh zipor,8.864826202392578,9.717453002929688,36.1380729675293
ambience_000009.pt,50,0,Yarkon rosh zipor,10.399453163146973,9.040783882141113,35.59153747558594
ambience_000010.pt,50,0,Yarkon rosh zipor,11.172199249267578,8.422118186950684,36.45002365112305
ambience_000011.pt,50,0,Yarkon rosh zipor,11.18600845336914,8.293744087219238,34.50726318359375
ambience_000012.pt,50,0,Yarkon rosh zipor,11.787379264831543,7.762592315673828,34.04045867919922
ambience_000013.pt,50,0,Yarkon rosh zipor,12.35453987121582,7.700564384460449,32.045074462890625
ambience_000014.pt,50,0,Yarkon rosh zipor,12.431037902832031,8.046762466430664,31.81696128845215
ambience_000015.pt,50,0,Yarkon rosh zipor,11.034295082092285,8.716794967651367,34.75835037231445
ambience_000016.pt,50,0,Yarkon rosh zipor,10.750972747802734,8.966521263122559,34.722068786621094
ambience_000017.pt,50,0,Yarkon rosh zipor,10.76469898223877,9.111798286437988,34.8839225769043
ambience_000018.pt,50,0,Yarkon rosh zipor,9.525445938110352,9.571837425231934,36.52320861816406
ambience_000019.pt,50,0,Yarkon rosh zipor,9.170394897460938,9.74488639831543,39.682762145996094
ambience_000020.pt,50,0,Yarkon rosh zipor,10.412935256958008,9.232460975646973,35.52654266357422
ambience_000021.pt,50,0,Yarkon rosh zipor,7.209424018859863,10.758329391479492,38.95466232299805
ambience_000022.pt,50,0,Yarkon rosh zipor,7.258559226989746,11.002744674682617,39.274383544921875
ambience_000023.pt,50,0,Yarkon rosh zipor,7.767806053161621,11.633527755737305,33.34038543701172
ambience_000024.pt,50,0,Yarkon rosh zipor,7.581806182861328,11.965246200561523,33.54440689086914
ambience_000025.pt,50,0,Yarkon rosh zipor,6.6969380378723145,11.498893737792969,33.82307434082031
ambience_000026.pt,50,0,Yarkon rosh zipor,9.060173034667969,10.374588012695312,32.89189529418945
ambience_000027.pt,50,0,Yarkon rosh zipor,7.737505912780762,10.075748443603516,35.12982940673828
ambience_000028.pt,50,0,Yarkon rosh zipor,6.71747350692749,10.655125617980957,34.98981475830078
ambience_000029.pt,50,0,Yarkon rosh zipor,5.7783613204956055,10.483532905578613,32.60825729370117
ambience_000030.pt,50,0,Yarkon rosh zipor,6.584001541137695,10.027225494384766,32.368167877197266
ambience_000031.pt,50,0,Yarkon rosh zipor,6.560094356536865,9.70350170135498,33.77843475341797
ambience_000032.pt,50,0,Yarkon rosh zipor,6.474896430969238,9.852821350097656,35.71338653564453
ambience_000033.pt,50,0,Yarkon rosh zipor,6.781489372253418,9.644254684448242,38.672603607177734
ambience_000034.pt,50,0,Yarkon rosh zipor,9.148392677307129,10.653958320617676,32.48912048339844
ambience_000035.pt,50,0,Yarkon rosh zipor,11.427249908447266,9.22957706451416,33.248992919921875
ambience_000036.pt,50,0,Yarkon rosh zipor,12.396910667419434,8.548821449279785,31.095569610595703
ambience_000037.pt,50,0,Yarkon rosh zipor,10.760812759399414,9.895355224609375,34.35343551635742
ambience_000038.pt,50,0,Yarkon rosh zipor,10.678261756896973,9.962207794189453,33.89691925048828
ambience_000039.pt,50,0,Yarkon rosh zipor,8.216841697692871,10.951671600341797,36.431983947753906
ambience_000040.pt,50,0,Yarkon rosh zipor,7.947418212890625,11.152286529541016,35.69389724731445
ambience_000041.pt,50,0,Yarkon rosh zipor,9.814574241638184,10.421433448791504,33.56004333496094
ambience_000042.pt,50,0,Yarkon rosh zipor,10.52315902709961,10.139159202575684,36.25578308105469
ambience_000043.pt,50,0,Yarkon rosh zipor,10.031845092773438,10.377477645874023,34.1744499206543
ambience_000044.pt,50,0,Yarkon rosh zipor,9.888612747192383,10.339776992797852,35.743839263916016
ambience_000045.pt,50,0,Yarkon rosh zipor,10.964142799377441,9.884847640991211,36.4952278137207
ambience_000046.pt,50,0,Yarkon rosh zipor,10.020617485046387,10.092475891113281,35.045135498046875
ambience_000047.pt,50,0,Yarkon rosh zipor,9.744790077209473,10.151914596557617,41.70819091796875
ambience_000048.pt,50,0,Yarkon rosh zipor,9.935860633850098,10.137972831726074,36.79719543457031
ambience_000049.pt,50,0,Yarkon rosh zipor,9.655206680297852,10.484692573547363,34.727088928222656
ambience_000050.pt,50,0,Yarkon rosh zipor,8.696145057678223,10.682046890258789,35.427791595458984
ambience_000051.pt,50,0,Yarkon rosh zipor,9.08208179473877,10.816604614257812,33.75975036621094
ambience_000052.pt,50,0,Yarkon rosh zipor,7.847102165222168,10.670906066894531,33.46652603149414
ambience_000053.pt,50,0,Yarkon rosh zipor,8.322158813476562,11.513382911682129,35.03874969482422
ambience_000054.pt,50,0,Yarkon rosh zipor,4.24570369720459,9.25834846496582,29.49826431274414
ambience_000055.pt,50,0,Yarkon rosh zipor,6.519457817077637,8.322942733764648,31.910402297973633
ambience_000056.pt,50,0,Yarkon rosh zipor,7.732181072235107,7.941224098205566,30.59140968322754
ambience_000057.pt,50,0,Yarkon rosh zipor,6.836575984954834,8.607075691223145,40.53447723388672
ambience_000058.pt,50,0,Yarkon rosh zipor,7.454777717590332,7.134246349334717,30.67310333251953
ambience_000059.pt,50,0,Yarkon rosh zipor,9.468138694763184,6.685760498046875,30.6147403717041
ambience_000060.pt,50,0,Yarkon rosh zipor,10.695260047912598,6.954085826873779,29.809898376464844
ambience_000061.pt,50,0,Yarkon rosh zipor,11.505894660949707,7.1253557205200195,30.490388870239258
ambience_000062.pt,50,0,Yarkon rosh zipor,12.174155235290527,7.721177577972412,35.659976959228516
ambience_000063.pt,50,0,Yarkon rosh zipor,11.562461853027344,8.145527839660645,39.764705657958984
ambience_000064.pt,50,0,Yarkon rosh zipor,13.003711700439453,7.964555263519287,32.6263313293457
ambience_000065.pt,50,0,Yarkon rosh zipor,12.535489082336426,8.356510162353516,32.562557220458984
ambience_000066.pt,50,0,Yarkon rosh zipor,11.589191436767578,8.586645126342773,36.738285064697266
ambience_000067.pt,50,0,Yarkon rosh zipor,11.936925888061523,8.20389461517334,40.61483383178711
ambience_000068.pt,50,0,Yarkon rosh zipor,11.334861755371094,8.304243087768555,39.24944305419922
ambience_000069.pt,50,0,Yarkon rosh zipor,11.653414726257324,8.192117691040039,38.16573715209961
ambience_000070.pt,50,0,Yarkon rosh zipor,12.374902725219727,7.878533363342285,38.48988342285156
ambience_000071.pt,50,0,Yarkon rosh zipor,9.4623384475708,10.18331241607666,33.380455017089844
ambience_000072.pt,50,0,Yarkon rosh zipor,8.333573341369629,11.05753231048584,33.46864318847656
ambience_000073.pt,50,0,Yarkon rosh zipor,8.889605522155762,10.758055686950684,32.735111236572266
ambience_000074.pt,50,0,Yarkon rosh zipor,8.425657272338867,10.85468578338623,33.35667037963867
ambience_000075.pt,50,0,Yarkon rosh zipor,8.528475761413574,10.99144458770752,34.05116653442383
ambience_000076.pt,50,0,Yarkon rosh zipor,8.776371955871582,10.509537696838379,33.294090270996094
ambience_000077.pt,50,0,Yarkon rosh zipor,9.116345405578613,10.475001335144043,33.03813171386719
ambience_000078.pt,50,0,Yarkon rosh zipor,7.247919082641602,11.193804740905762,40.04878616333008
ambience_000079.pt,50,0,room,13.738236427307129,5.159652233123779,32.01576614379883
ambience_000080.pt,50,0,room,13.609498977661133,5.26759672164917,31.987686157226562
ambience_000081.pt,50,0,room,13.73768424987793,5.194233417510986,31.79051399230957
ambience_000082.pt,50,0,room,13.704575538635254,5.23851203918457,31.82306480407715
ambience_000083.pt,50,0,room,13.665892601013184,5.307412624359131,32.290740966796875
ambience_000084.pt,50,0,room,13.6841402053833,5.326430797576904,32.49898910522461
ambience_000085.pt,50,0,room,13.637877464294434,5.3020920753479,32.96690368652344
ambience_000086.pt,50,0,room,13.648499488830566,5.32199764251709,32.40143966674805
ambience_000087.pt,50,0,room,13.729630470275879,5.2719268798828125,32.271240234375
ambience_000088.pt,50,0,room,13.660982131958008,5.324560165405273,31.990402221679688
ambience_000089.pt,50,0,room,13.545169830322266,5.409416198730469,32.518096923828125
ambience_000090.pt,50,0,room,13.594352722167969,5.324056625366211,32.05287170410156
ambience_000091.pt,50,0,room,13.596453666687012,5.373837947845459,32.232757568359375
ambience_000092.pt,50,0,room,13.621835708618164,5.402400493621826,31.6762752532959
ambience_000093.pt,50,0,room,13.539983749389648,5.455298900604248,32.26588821411133
ambience_000094.pt,50,0,room,13.677305221557617,5.282955646514893,31.80712127685547
ambience_000095.pt,50,0,room,13.58189868927002,5.35811710357666,31.243497848510742
ambience_000096.pt,50,0,room,13.589850425720215,5.348587989807129,32.1387825012207
ambience_000097.pt,50,0,room,13.54703426361084,5.410046100616455,32.15530776977539
ambience_000098.pt,50,0,room,13.635939598083496,5.401076793670654,31.79999542236328
ambience_000099.pt,50,0,room,13.643927574157715,5.38677453994751,31.776235580444336
ambience_000100.pt,50,0,room,13.621505737304688,5.405327320098877,31.447370529174805
ambience_000101.pt,50,0,room,13.56942367553711,5.383111476898193,32.154239654541016
ambience_000102.pt,50,0,room,13.582024574279785,5.4436936378479,32.16709518432617
ambience_000103.pt,50,0,room,13.599162101745605,5.433961868286133,32.00363540649414
ambience_000104.pt,50,0,room,13.618510246276855,5.4034576416015625,31.858732223510742
ambience_000105.pt,50,0,room,13.576644897460938,5.43495512008667,32.04741668701172
ambience_000106.pt,50,0,room,13.59323787689209,5.400203704833984,31.75265884399414
ambience_000107.pt,50,0,room,13.590155601501465,5.4297380447387695,31.84684944152832
ambience_000108.pt,50,0,room,13.651517868041992,5.416145324707031,32.69095993041992
ambience_000109.pt,50,0,room,13.57158088684082,5.462825775146484,32.24171447753906
ambience_000110.pt,50,0,room,13.614787101745605,5.427585601806641,32.4044189453125
ambience_000111.pt,50,0,room,13.678037643432617,5.373729228973389,31.653167724609375
ambience_000112.pt,50,0,room,13.657570838928223,5.396692276000977,32.53921127319336
ambience_000113.pt,50,0,room,13.625386238098145,5.459841251373291,32.430641174316406
ambience_000114.pt,50,0,room,13.611207008361816,5.42054557800293,31.750385284423828
ambience_000115.pt,50,0,room,13.663497924804688,5.359408855438232,31.839826583862305
ambience_000116.pt,50,0,room,13.632453918457031,5.388822555541992,31.899322509765625
ambience_000117.pt,50,0,room,13.604973793029785,5.397141456604004,31.952150344848633
ambience_000118.pt,50,0,room,13.628185272216797,5.362756252288818,31.73752212524414
ambience_000119.pt,50,0,room,13.611969947814941,5.421541690826416,32.327762603759766
ambience_000120.pt,50,0,room,13.659173011779785,5.365908145904541,31.874752044677734
ambience_000121.pt,50,0,room,13.656594276428223,5.4360198974609375,32.28083801269531
ambience_000122.pt,50,0,room,13.676528930664062,5.430666923522949,32.160919189453125
ambience_000123.pt,50,0,room,13.628650665283203,5.468901634216309,31.600780487060547
ambience_000124.pt,50,0,room,13.61495590209961,5.427746295928955,32.36665725708008
ambience_000125.pt,50,0,room,13.581793785095215,5.430089473724365,32.14432907104492
ambience_000126.pt,50,0,room,13.603224754333496,5.477236270904541,31.299333572387695
ambience_000127.pt,50,0,room,13.601045608520508,5.462383270263672,32.383792877197266
ambience_000128.pt,50,0,room,13.559341430664062,5.458919525146484,32.57000732421875
ambience_000129.pt,50,0,room,13.593164443969727,5.46502161026001,32.89861297607422
ambience_000130.pt,50,0,room,13.626365661621094,5.4176435470581055,31.75469970703125
ambience_000131.pt,50,0,room,13.582422256469727,5.407649993896484,32.101470947265625
ambience_000132.pt,50,0,room,13.589702606201172,5.451423645019531,32.572872161865234
ambience_000133.pt,50,0,room,13.66104793548584,5.351346015930176,31.9111270904541
ambience_000134.pt,50,0,room,13.580809593200684,5.392445087432861,31.052959442138672
ambience_000135.pt,50,0,room,13.61323356628418,5.430366516113281,32.06761169433594
ambience_000136.pt,50,0,room,13.63736629486084,5.3342671394348145,31.68199920654297
ambience_000137.pt,50,0,room,13.612378120422363,5.381475925445557,32.3519172668457
ambience_000138.pt,50,0,room,13.531820297241211,5.42317533493042,32.30393981933594
ambience_000139.pt,50,0,room,13.546510696411133,5.470178604125977,32.44453048706055
ambience_000140.pt,50,0,room,13.533690452575684,5.416465759277344,32.10942459106445
ambience_000141.pt,50,0,room,13.605825424194336,5.3798980712890625,32.41285705566406
ambience_000142.pt,50,0,room,13.595296859741211,5.378952503204346,32.2960205078125
ambience_000143.pt,50,0,room,13.579724311828613,5.350033760070801,31.762210845947266
ambience_000144.pt,50,0,room,13.59326171875,5.349003791809082,32.09328079223633
ambience_000145.pt,50,0,room,13.582831382751465,5.362221717834473,31.926475524902344
ambience_000146.pt,50,0,room,13.636245727539062,5.340451717376709,31.751968383789062
ambience_000147.pt,50,0,room,13.497632026672363,5.408106327056885,32.69161605834961
ambience_000148.pt,50,0,room,13.599963188171387,5.388327121734619,32.4831428527832
ambience_000149.pt,50,0,room,13.604303359985352,5.356985569000244,31.734893798828125
ambience_000150.pt,50,0,room,13.572965621948242,5.397763252258301,32.17744827270508
ambience_000151.pt,50,0,room,13.574822425842285,5.436404228210449,31.850814819335938
ambience_000152.pt,50,0,room,13.535053253173828,5.4706525802612305,32.18351364135742
ambience_000153.pt,50,0,room,13.577381134033203,5.370521545410156,31.402183532714844
ambience_000154.pt,50,0,room,-9.160565376281738,7.6991286277771,18.7656307220459
ambience_000155.pt,50,0,room,-9.725014686584473,7.722010612487793,19.24715805053711
ambience_000156.pt,50,0,room,-9.831124305725098,7.514192581176758,19.253223419189453
ambience_000157.pt,50,0,room,-9.927526473999023,7.688103199005127,19.016197204589844
ambience_000158.pt,50,0,room,-10.02340030670166,7.720527648925781,18.626821517944336
ambience_000159.pt,50,0,room,-9.986748695373535,7.692255020141602,18.55800437927246
ambience_000160.pt,50,0,room,-9.898873329162598,7.7940497398376465,19.026100158691406
ambience_000161.pt,50,0,room,-9.762319564819336,7.989675521850586,18.686311721801758
ambience_000162.pt,50,0,room,-9.88520336151123,7.831229209899902,18.848825454711914
ambience_000163.pt,50,0,room,-10.06137466430664,7.803342342376709,18.654096603393555
ambience_000164.pt,50,0,room,-10.098459243774414,7.699384689331055,19.009563446044922
ambience_000165.pt,50,0,room,-10.679123878479004,7.690723896026611,19.739591598510742
ambience_000166.pt,50,0,room,-10.598817825317383,7.57131290435791,18.700193405151367
ambience_000167.pt,50,0,room,-10.515692710876465,7.563007354736328,18.579130172729492
ambience_000168.pt,50,0,room,-10.692487716674805,7.611647605895996,19.260513305664062
ambience_000169.pt,50,0,room,-10.542498588562012,7.566605567932129,18.713985443115234
ambience_000170.pt,50,0,room,-10.729442596435547,7.660161972045898,18.67191505432129
ambience_000171.pt,50,0,room,-10.674256324768066,7.5857954025268555,19.30867576599121
ambience_000172.pt,50,0,room,-10.052632331848145,7.742941856384277,18.621063232421875
ambience_000173.pt,50,0,room,-10.221653938293457,7.699143886566162,19.117446899414062
ambience_000174.pt,50,0,room,-10.421152114868164,7.611352443695068,18.98001480102539
ambience_000175.pt,50,0,room,-10.448331832885742,7.4962358474731445,18.983287811279297
ambience_000176.pt,50,0,room,-10.433272361755371,7.485069751739502,19.495033264160156
ambience_000177.pt,50,0,room,-10.415125846862793,7.562353610992432,19.53044319152832
ambience_000178.pt,50,0,room,-10.520438194274902,7.580543518066406,19.19849395751953
ambience_000179.pt,50,0,room,-10.57003402709961,7.637896537780762,19.52672576904297
ambience_000180.pt,50,0,room,-10.248793601989746,7.522189617156982,18.995594024658203
ambience_000181.pt,50,0,room,-10.327413558959961,7.466654300689697,18.48572540283203
ambience_000182.pt,50,0,room,-10.147001266479492,7.403083801269531,19.190195083618164
ambience_000183.pt,50,0,room,-10.264148712158203,7.465451240539551,18.947330474853516
ambience_000184.pt,50,0,room,-10.246246337890625,7.376904487609863,19.402353286743164
ambience_000185.pt,50,0,room,-10.248126983642578,7.450493335723877,19.0301513671875
ambience_000186.pt,50,0,room,-10.343974113464355,7.436688423156738,19.662996292114258
ambience_000187.pt,50,0,room,-10.26945686340332,7.4870405197143555,18.716251373291016
ambience_000188.pt,50,0,room,-10.406229972839355,7.470226764678955,19.67707061767578
ambience_000189.pt,50,0,room,-10.160635948181152,7.480771541595459,19.13648796081543
ambience_000190.pt,50,0,room,-10.092574119567871,7.530190944671631,18.932640075683594
ambience_000191.pt,50,0,room,-10.348494529724121,7.435332298278809,18.752033233642578
ambience_000192.pt,50,0,room,-10.433712005615234,7.524757385253906,18.662460327148438
ambience_000193.pt,50,0,room,-10.190648078918457,7.516107082366943,18.54718589782715
ambience_000194.pt,50,0,room,-10.479583740234375,7.560867786407471,18.997957229614258
ambience_000195.pt,50,0,room,-10.42486572265625,7.515989303588867,18.46900177001953
ambience_000196.pt,50,0,room,-10.473977088928223,7.515973091125488,19.127986907958984
ambience_000197.pt,50,0,room,-10.554132461547852,7.447194576263428,19.178491592407227
ambience_000198.pt,50,0,room,-10.300643920898438,7.426173210144043,19.07261085510254
ambience_000199.pt,50,0,room,-10.162178039550781,7.301249027252197,18.826948165893555
ambience_000200.pt,50,0,room,-10.19292163848877,7.315213680267334,18.964773178100586
ambience_000201.pt,50,0,room,-10.19032096862793,7.348069667816162,18.735132217407227
ambience_000202.pt,50,0,room,-9.966790199279785,7.48824405670166,18.856958389282227
ambience_000203.pt,50,0,room,-10.171892166137695,7.466625690460205,19.26129913330078
ambience_000204.pt,50,0,room,-10.269168853759766,7.556550025939941,18.78141975402832
ambience_000205.pt,50,0,room,-10.3905611038208,7.523899078369141,18.590261459350586
ambience_000206.pt,50,0,room,-10.411161422729492,7.562185764312744,19.703296661376953
ambience_000207.pt,50,0,room,-10.396236419677734,7.540482044219971,19.209884643554688
ambience_000208.pt,50,0,room,-10.332653045654297,7.489809989929199,18.91027069091797
ambience_000209.pt,50,0,room,-10.413912773132324,7.625475883483887,18.994173049926758
ambience_000210.pt,50,0,room,-10.323111534118652,7.479121208190918,18.87449836730957
ambience_000211.pt,50,0,room,-10.371950149536133,7.525813579559326,18.785402297973633
ambience_000212.pt,50,0,room,-10.406983375549316,7.561763763427734,19.320337295532227
ambience_000213.pt,50,0,room,-10.396291732788086,7.589570045471191,18.73541259765625
ambience_000214.pt,50,0,room,-10.230895042419434,7.530609607696533,19.480987548828125
ambience_000215.pt,50,0,room,-10.52226734161377,7.532999515533447,18.65412139892578
ambience_000216.pt,50,0,room,-10.532491683959961,7.558492183685303,19.579374313354492
ambience_000217.pt,50,0,room,-10.565324783325195,7.570772647857666,18.985336303710938
ambience_000218.pt,50,0,room,-10.524091720581055,7.610632419586182,18.53091049194336
ambience_000219.pt,50,0,room,-10.366567611694336,7.561486721038818,18.995466232299805
ambience_000220.pt,50,0,room,-10.495540618896484,7.5903639793396,19.033315658569336
ambience_000221.pt,50,0,room,-10.558646202087402,7.6054534912109375,18.74083137512207
ambience_000222.pt,50,0,room,-10.559981346130371,7.551175594329834,18.671611785888672
ambience_000223.pt,50,0,room,-10.529556274414062,7.570193290710449,19.025863647460938
