filename,is_drone,date,location,noise_level,noise_type,gain,sr,duration,num
drone_000056.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000057.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000058.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000059.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000060.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000061.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000062.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000063.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000064.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000065.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000066.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000067.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000068.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000069.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000070.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000071.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000072.pt,True,2025-12-20,ben shemen,mid noise,atv,50,22050,300,1
drone_000073.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000074.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000075.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000076.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000077.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000078.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000079.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000080.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000081.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000082.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000083.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000084.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000085.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000086.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000087.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000088.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000089.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000090.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
drone_000091.pt,True,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,90,1
ambience_000000.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000001.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000002.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000003.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000004.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000005.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000006.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000007.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000008.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000009.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000010.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000011.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000012.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000013.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000014.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000015.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000016.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000017.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000018.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000019.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000020.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000021.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000022.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000023.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000024.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000025.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000026.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000027.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000028.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000029.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000030.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000031.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000032.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000033.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000034.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000035.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000036.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000037.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000038.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000039.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000040.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000041.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000042.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000043.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000044.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000045.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000046.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000047.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000048.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000049.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000050.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000051.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000052.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000053.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000054.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000055.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000056.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000057.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000058.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000059.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000060.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000061.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000062.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000063.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000064.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000065.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000066.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000067.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000068.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000069.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000070.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000071.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000072.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000073.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000074.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000075.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000076.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000077.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000078.pt,False,2026-01-05,Yarkon rosh zipor,high noise,"helicopter, plane",50,22050,300,1
ambience_000079.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000080.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000081.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000082.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000083.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000084.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000085.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000086.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000087.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000088.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000089.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000090.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000091.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000092.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000093.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000094.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000095.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000096.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000097.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000098.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000099.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000100.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000101.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000102.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000103.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000104.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000105.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000106.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000107.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000108.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000109.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000110.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000111.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000112.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000113.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000114.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000115.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000116.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000117.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000118.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000119.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000120.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000121.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000122.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000123.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000124.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000125.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000126.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000127.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000128.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000129.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000130.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000131.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000132.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000133.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000134.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000135.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000136.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000137.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000138.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000139.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000140.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000141.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000142.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000143.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000144.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000145.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000146.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000147.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000148.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000149.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000150.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000151.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000152.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000153.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000154.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000155.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000156.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000157.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000158.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000159.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000160.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000161.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000162.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000163.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000164.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000165.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000166.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000167.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000168.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000169.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000170.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000171.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000172.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000173.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000174.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000175.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000176.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000177.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000178.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000179.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000180.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000181.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000182.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000183.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000184.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000185.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000186.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000187.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000188.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000189.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000190.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000191.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000192.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000193.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000194.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000195.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000196.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000197.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000198.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000199.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000200.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000201.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000202.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000203.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000204.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000205.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000206.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000207.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000208.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000209.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000210.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000211.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000212.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000213.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000214.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000215.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000216.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000217.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000218.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000219.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000220.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000221.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000222.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000223.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000224.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000225.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000226.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000227.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000228.pt,False,2025-12-15,room,low noise,ambience,50,22050,300,2
ambience_000229.pt,False,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,300,1
ambience_000230.pt,False,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,300,1
ambience_000231.pt,False,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,300,1
ambience_000232.pt,False,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,300,1
ambience_000233.pt,False,2026-01-05,Yarkon rosh zipor,high noise,bike,50,22050,300,1
